ItemNo,Participant,Trial,ACondition,Plaus,Heard Answer,HA Wlength,Anumber,List,QCondition,QFile,Qnumber,Question,Expected Answer,EA Wlength,QLSA,response,Correct,Incorrect,Prop Heard,Block,Plaus HIT,Plaus Incorrect,NumberOfPlausibleWordsReported,NumberOfPlausibleWordsNotReported,Prop Expected
15,33003,11,Implausible,2.91,Twice a day,3,30,4b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,Twice name,1,2,0.333333333,3,0,2,0,2,0
20,33003,12,Implausible,1.27,Donald Trump,2,8,4b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,Donald Trump,2,0,1,3,0,2,0,2,0
18,33003,13,Implausible,1.09,Robin hood,2,31,4b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,Robin Hood,2,0,1,3,0,3,0,3,0
6,33003,14,Implausible,2.64,Ham and pineapple,3,9,4b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,Pineapple,1,2,0.333333333,3,0,3,0,3,0
17,69589,1,Implausible,1.09,A knife and fork,4,1,2b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,December,0,4,0,1,1,2,1,2,0.333333333
31,69589,2,Implausible,1.27,The Eiffel Tower,3,22,2b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,The Eiffel tower,2,1,0.666666667,1,0,2,0,2,0
6,69589,3,Implausible,1.73,Ham and pineapple,3,9,2b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,,0,3,0,1,0,3,0,3,0
22,69589,4,Implausible,1.09,Molly and Arthur,3,15,2b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,Kukka kappa,0,3,0,1,0,3,0,3,0
10,69589,5,Implausible,1.91,Snow White,2,19,2b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,Snow white,2,0,1,1,0,3,0,3,0
24,69589,6,Implausible,1.27,Black and white,3,4,2b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Black and white,2,1,0.666666667,2,0,2,0,2,0
15,69589,7,Implausible,1.27,Twice a day,3,30,2b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Twice a day,3,0,1,2,0,2,0,2,0
29,69589,8,Implausible,1,The North Pole,3,23,2b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Bjorn borg,0,3,0,2,0,2,0,2,0
23,69589,9,Implausible,1.27,James bond,2,13,2b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,James bond,2,0,1,2,0,3,0,3,0
9,69589,10,Implausible,1.36,Hillary Clinton,2,11,2b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,Paddington,0,2,0,2,0,2,0,2,0
2,69589,11,Implausible,1.09,It hit an iceberg,4,12,2b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,Whitesberg,0,4,0,3,0,2,0,2,0
13,69589,12,Implausible,1.36,Harry Potter,2,10,2b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,Harry potter,2,0,1,3,0,3,0,3,0
20,69589,13,Implausible,1.09,Donald Trump,2,8,2b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,Donald trump,2,0,1,3,0,2,0,2,0
18,69589,14,Implausible,1.36,Robin hood,2,31,2b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,Robin hood,2,0,1,3,0,3,0,3,0
3,8519,1,Plausible,6.64,It hit an iceberg,4,12,1a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,Hit the iceberg,2,2,0.5,1,2,2,2,2,0.5
28,8519,2,Plausible,6.91,Donald Trump,2,8,1a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,Donald Trump,2,0,1,1,2,0,2,0,1
21,8519,3,Plausible,5.27,The North Pole,3,23,1a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,The North Pole,3,0,1,1,3,0,3,0,1
7,8519,4,Plausible,6.91,Black and white,3,4,1a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,Black and white,3,0,1,1,3,0,3,0,1
4,8519,5,Plausible,6.27,Twice a day,3,30,1a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,Twice a day,3,0,1,1,3,0,3,0,1
1,8519,6,Plausible,6.91,Ham and pineapple,3,9,1a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,Ham and pineapple,3,0,1,2,3,0,3,0,1
5,8519,7,Plausible,6.27,Molly and Arthur,3,15,1a,Predictable,15P,15,What are the names of Ron Weasley's mum and dad?,Molly and Arthur,3,0.67,Molly and Arthur,3,0,1,2,3,0,3,0,1
19,8519,8,Plausible,6.27,The Eiffel Tower,3,22,1a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,The Eiffel Tower,3,0,1,2,3,0,3,0,1
27,8519,9,Plausible,6.91,Snow White,2,19,1a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,Snow White,2,0,1,2,2,0,2,0,1
16,8519,10,Plausible,7,James bond,2,13,1a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,James Bond,2,0,1,2,2,0,2,0,1
12,8519,11,Plausible,6.82,Harry Potter,2,10,1a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,Harry Potter,2,0,1,3,2,0,2,0,1
25,8519,12,Plausible,7,New York,2,17,1a,Predictable,17P,17,Which city is the statue of liberty in?,New York,2,0.97,New York,2,0,1,3,2,0,2,0,1
8,8519,13,Plausible,6.46,A knife and fork,4,1,1a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,A knife and fork,4,0,1,3,4,0,4,0,1
14,8519,14,Plausible,5.82,Robin hood,2,31,1a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,Robin Hood,2,0,1,3,2,0,2,0,1
19,59385,1,Implausible,1.09,October thirty first,3,18,2a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,October 31st,3,0,1,1,0,3,0,3,0
5,59385,2,Implausible,1.64,The Tube,2,26,2a,Predictable,15P,15,What are the names of Ron Weasley's Mum and Dad?,Molly and Arthur,3,0.67,A chain,0,2,0,1,0,3,0,3,0
1,59385,3,Implausible,1.09,December 25th,3,7,2a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,December 25th,3,0,1,1,0,3,0,3,0
28,59385,4,Implausible,1.73,The Amazon River,3,21,2a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,Hamilton,0,3,0,1,0,2,0,2,0
25,59385,5,Implausible,1.55,Buzz Lightyear,2,6,2a,Predictable,17P,17,Which city is the statue of Liberty in?,New York,2,0.97,Buzzlightyear,2,0,1,1,0,2,0,2,0
21,59385,6,Implausible,1.27,New Years Eve,3,16,2a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,New jersey,1,2,0.333333333,2,0,3,0,3,0
14,59385,7,Implausible,1.82,Ten Downing Street,3,20,2a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,Something street,1,2,0.333333333,2,0,2,0,2,0
16,59385,8,Implausible,1.36,Kings Cross,2,14,2a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,King's cross,2,0,1,2,0,2,0,2,0
4,59385,9,Implausible,1.18,Big Ben,2,3,2a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,Pink puff,0,2,0,2,0,3,0,3,0
12,59385,10,Implausible,1,The White House,3,27,2a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,The white house,3,0,1,2,0,2,0,2,0
3,59385,11,Implausible,1.36,Andy Murray,2,2,2a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,Andy murray,2,0,1,3,0,4,0,4,0
27,59385,12,Implausible,1.18,The Thames,2,25,2a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,The tongue,1,1,0.5,3,0,2,0,2,0
7,59385,13,Implausible,1.09,Tom Hanks,2,29,2a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,Twelve bags,0,2,0,3,0,3,0,3,0
8,59385,14,Implausible,1.09,Theresa May,2,28,2a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,Today's the day,0,2,0,3,0,4,0,4,0
31,56980,1,Plausible,6.82,Buzz Lightyear,2,6,1b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Which space ranger started in toy story?,0,2,0,1,0,2,0,2,0
23,56980,2,Plausible,6.82,Ten Downing Street,3,20,1b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,On Downing street,2,1,0.666666667,1,2,1,2,1,0.666666667
22,56980,3,Plausible,6.73,The White House,3,27,1b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,the white house,3,0,1,1,3,0,3,0,1
20,56980,4,Plausible,6.91,The Thames,2,25,1b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,the thames,2,0,1,1,2,0,2,0,1
10,56980,5,Plausible,5.64,The Amazon River,3,21,1b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,the amazon river,3,0,1,1,3,0,3,0,1
6,56980,6,Plausible,5.64,The Northern Lights,3,24,1b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,"the northern lights
",3,0,1,2,3,0,3,0,1
15,56980,7,Plausible,6.64,Big Ben,2,3,1b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,big ben,2,0,1,2,2,0,2,0,1
9,56980,8,Plausible,6.91,The Tube,2,26,1b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,the tube,2,0,1,2,2,0,2,0,1
24,56980,9,Plausible,6.55,Buckingham Palace,2,5,1b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,buckingham palace,2,0,1,2,2,0,2,0,1
29,56980,10,Plausible,6.55,Andy Murray,2,2,1b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,andy murray,2,0,1,2,2,0,2,0,1
2,56980,11,Plausible,5.91,Kings Cross,2,14,1b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,kings cross,2,0,1,3,2,0,2,0,1
13,56980,12,Plausible,7,New Years Eve,3,16,1b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,new years eve,3,0,1,3,3,0,3,0,1
17,56980,13,Plausible,6.55,December 25th,3,7,1b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,25-Dec,3,0,1,3,3,0,3,0,1
18,56980,14,Plausible,7,October thirty first,3,18,1b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,october 31st,3,0,1,3,3,0,3,0,1
10,73601,1,Implausible,1.91,Snow White,2,19,2b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,Shoe,0,2,0,1,0,3,0,3,0
6,73601,2,Implausible,1.73,Ham and pineapple,3,9,2b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,Smoke,0,3,0,1,0,3,0,3,0
18,73601,3,Implausible,1.36,Robin hood,2,31,2b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,Honey,0,2,0,1,0,3,0,3,0
17,73601,4,Implausible,1.09,A knife and fork,4,1,2b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,In November fog,0,4,0,1,0,3,0,3,0
20,73601,5,Implausible,1.09,Donald Trump,2,8,2b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,The church,0,2,0,1,1,1,1,1,0.5
15,73601,6,Implausible,1.27,Twice a day,3,30,2b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Twice a day,3,0,1,2,0,2,0,2,0
31,73601,7,Implausible,1.27,The Eiffel Tower,3,22,2b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Eiffel tower,2,1,0.666666667,2,0,2,0,2,0
2,73601,8,Implausible,1.09,It hit an iceberg,4,12,2b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,In the ice block,0,4,0,2,0,2,0,2,0
9,73601,9,Implausible,1.36,Hillary Clinton,2,11,2b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,Carriages,0,2,0,2,0,2,0,2,0
22,73601,10,Implausible,1.09,Molly and Arthur,3,15,2b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,In mumford,0,3,0,2,0,3,0,3,0
23,73601,11,Implausible,1.27,James bond,2,13,2b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,Train spot,0,2,0,3,0,3,0,3,0
29,73601,12,Implausible,1,The North Pole,3,23,2b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Dark one,0,3,0,3,0,2,0,2,0
24,73601,13,Implausible,1.27,Black and white,3,4,2b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,White ,1,2,0.333333333,3,0,2,0,2,0
13,73601,14,Implausible,1.36,Harry Potter,2,10,2b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,Harry potter,2,0,1,3,0,3,0,3,0
27,76281,1,Plausible,6.55,Snow White,2,19,3a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,NO,0,2,0,1,0,2,0,2,0
3,76281,2,Plausible,6.09,It hit an iceberg,4,12,3a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,It got lost,1,3,0.25,1,1,3,1,3,0.25
7,76281,3,Plausible,6.55,Black and white,3,4,3a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,black and white,3,0,1,1,3,0,3,0,1
28,76281,4,Plausible,6.91,Donald Trump,2,8,3a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,Donald Trump,2,0,1,1,2,0,2,0,1
5,76281,5,Plausible,7,Molly and Arthur,3,15,3a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,mom and dad,1,2,0.333333333,1,1,2,1,2,0.333333333
19,76281,6,Plausible,5.1,The Eiffel Tower,3,22,3a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,new york,0,3,0,2,0,3,0,3,0
1,76281,7,Plausible,4.91,Ham and pineapple,3,9,3a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,Steak,0,3,0,2,0,3,0,3,0
12,76281,8,Plausible,6.27,Harry Potter,2,10,3a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,Harry Potter,2,0,1,2,2,0,2,0,1
16,76281,9,Plausible,5.18,James bond,2,13,3a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,stranger things,0,2,0,2,0,2,0,2,0
25,76281,10,Plausible,6.09,New York,2,17,3a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,target,0,2,0,2,0,2,0,2,0
21,76281,11,Plausible,5.82,The North Pole,3,23,3a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,new york,0,3,0,3,0,3,0,3,0
4,76281,12,Plausible,6.64,Twice a day,3,30,3a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,twice a day,3,0,1,3,3,0,3,0,1
8,76281,13,Plausible,6.27,A knife and fork,4,1,3a,Unpredictable,1U,1,What did you buy from the shop?,A knife and fork,4,0.32,a knife and fork,4,0,1,3,4,0,4,0,1
14,76281,14,Plausible,4.91,Robin hood,2,31,3a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,Mark,0,2,0,3,0,2,0,2,0
23,7738,1,Implausible,1.27,James bond,2,13,2b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,James Bond,2,0,1,1,0,3,0,3,0
15,7738,2,Implausible,1.27,Twice a day,3,30,2b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Pricely,0,3,0,1,0,2,0,2,0
22,7738,3,Implausible,1.09,Molly and Arthur,3,15,2b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,New England Town,0,3,0,1,0,3,0,3,0
6,7738,4,Implausible,1.73,Ham and pineapple,3,9,2b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,Choose Well,0,3,0,1,0,3,0,3,0
29,7738,5,Implausible,1,The North Pole,3,23,2b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Cartley,0,3,0,1,0,2,0,2,0
24,7738,6,Implausible,1.27,Black and white,3,4,2b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Buckingright,0,3,0,2,0,2,0,2,0
13,7738,7,Implausible,1.36,Harry Potter,2,10,2b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,Harry Potter,2,0,1,2,0,3,0,3,0
10,7738,8,Implausible,1.91,Snow White,2,19,2b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,Snow White,2,0,1,2,0,3,0,3,0
18,7738,9,Implausible,1.36,Robin hood,2,31,2b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,Robin Hood,2,0,1,2,0,3,0,3,0
20,7738,10,Implausible,1.09,Donald Trump,2,8,2b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,Downton,0,2,0,2,0,2,0,2,0
31,7738,11,Implausible,1.27,The Eiffel Tower,3,22,2b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Eiffel Tower,2,1,0.666666667,3,0,2,0,2,0
2,7738,12,Implausible,1.09,It hit an iceberg,4,12,2b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,Let's keep it on,0,4,0,3,0,2,0,2,0
9,7738,13,Implausible,1.36,Hillary Clinton,2,11,2b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,Harry Potter,0,2,0,3,0,2,0,2,0
17,7738,14,Implausible,1.09,A knife and fork,4,1,2b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,a knife and fork,4,0,1,3,0,3,0,3,0
29,91544,1,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,andy murray,2,0,1,1,2,0,2,0,1
6,91544,2,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,the northern lights,3,0,1,1,3,0,3,0,1
2,91544,3,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,kings cross,2,0,1,1,2,0,2,0,1
31,91544,4,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,buzz lightyear,2,0,1,1,2,0,2,0,1
24,91544,5,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,buckingham palace,2,0,1,1,2,0,2,0,1
10,91544,6,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,the amazon river,3,0,1,2,3,0,3,0,1
9,91544,7,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,"the tube
the tube",2,0,1,2,2,0,2,0,1
17,91544,8,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,december 25th,3,0,1,2,3,0,3,0,1
22,91544,9,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,the white house,3,0,1,2,3,0,3,0,1
15,91544,10,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,big ben,2,0,1,2,2,0,2,0,1
13,91544,11,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,new years eve,3,0,1,3,3,0,3,0,1
23,91544,12,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,10 downing street,3,0,1,3,3,0,3,0,1
18,91544,13,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,october 31st,3,0,1,3,3,0,3,0,1
20,91544,14,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,the thames,2,0,1,3,2,0,2,0,1
2,76691,1,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,Kings Cross,2,0,1,1,2,0,2,0,1
24,76691,2,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,Buckingham Palace,2,0,1,1,2,0,2,0,1
17,76691,3,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,December 25th,3,0,1,1,3,0,3,0,1
23,76691,4,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,Downing Street,2,1,0.666666667,1,2,1,2,1,0.666666667
13,76691,5,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,Thursday,0,3,0,1,0,3,0,3,0
29,76691,6,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,Andy Murray,2,0,1,2,2,0,2,0,1
15,76691,7,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,Big man,1,1,0.5,2,1,1,1,1,0.5
10,76691,8,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,The Amazon River,3,0,1,2,3,0,3,0,1
22,76691,9,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,The white house,3,0,1,2,3,0,3,0,1
18,76691,10,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,October 31st,3,0,1,2,3,0,3,0,1
6,76691,11,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,The Malvern lakes,1,2,0.333333333,3,1,2,1,2,0.333333333
20,76691,12,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,The channel,1,1,0.5,3,1,1,1,1,0.5
31,76691,13,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,Bob Whitehill,0,2,0,3,0,2,0,2,0
9,76691,14,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,The train,1,1,0.5,3,1,1,1,1,0.5
22,18772,1,Plausible,6.73,The White House,3,27,1b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,The Whitehouse,3,0,1,1,3,0,3,0,1
20,18772,2,Plausible,6.91,The Thames,2,25,1b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,The  Thames,2,0,1,1,2,0,2,0,1
18,18772,3,Plausible,7,October thirty first,3,18,1b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,October 31st,3,0,1,1,3,0,3,0,1
15,18772,4,Plausible,6.64,Big Ben,2,3,1b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Big Ben,2,0,1,1,2,0,2,0,1
31,18772,5,Plausible,6.82,Buzz Lightyear,2,6,1b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,?,0,2,0,1,0,2,0,2,0
9,18772,6,Plausible,6.91,The Tube,2,26,1b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,The Tube,2,0,1,2,2,0,2,0,1
2,18772,7,Plausible,5.91,Kings Cross,2,14,1b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,Kings Cross,2,0,1,2,2,0,2,0,1
10,18772,8,Plausible,5.64,The Amazon River,3,21,1b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,The Amazon River,3,0,1,2,3,0,3,0,1
23,18772,9,Plausible,6.82,Ten Downing Street,3,20,1b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,10 Downing Street,3,0,1,2,3,0,3,0,1
24,18772,10,Plausible,6.55,Buckingham Palace,2,5,1b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Buckingham Palace,2,0,1,2,2,0,2,0,1
6,18772,11,Plausible,5.64,The Northern Lights,3,24,1b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,The Northern Lights,3,0,1,3,3,0,3,0,1
29,18772,12,Plausible,6.55,Andy Murray,2,2,1b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Andy Murray,2,0,1,3,2,0,2,0,1
13,18772,13,Plausible,7,New Years Eve,3,16,1b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,New Year`s Eve,3,0,1,3,3,0,3,0,1
17,18772,14,Plausible,6.55,December 25th,3,7,1b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,December 25th,3,0,1,3,3,0,3,0,1
1,77615,1,Implausible,1.09,December 25th,3,7,2a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,not sure,0,3,0,1,0,3,0,3,0
5,77615,2,Implausible,1.64,The Tube,2,26,2a,Predictable,15P,15,What are the names of Ron Weasley's Mum and Dad?,Molly and Arthur,3,0.67,unclear,0,2,0,1,0,3,0,3,0
14,77615,3,Implausible,1.82,Ten Downing Street,3,20,2a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,10 downing street,3,0,1,1,0,2,0,2,0
27,77615,4,Implausible,1.18,The Thames,2,25,2a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,unclear,0,2,0,1,0,2,0,2,0
21,77615,5,Implausible,1.27,New Years Eve,3,16,2a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,New years Eve,3,0,1,1,0,3,0,3,0
25,77615,6,Implausible,1.55,Buzz Lightyear,2,6,2a,Predictable,17P,17,Which city is the statue of Liberty in?,New York,2,0.97,unclear,0,2,0,2,0,2,0,2,0
4,77615,7,Implausible,1.18,Big Ben,2,3,2a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,Big Ben,2,0,1,2,0,3,0,3,0
